time,cpu usage
0.0,3.1
1.101,0.0
2.204,0.0
3.305,0.0
4.405,0.0
5.506,3.1
6.608,1.6
7.709,0.0
8.81,0.0
9.91,0.0
11.011,0.0
12.112,0.0
13.213,0.0
14.314,0.0
15.415,0.0
16.515,0.0
17.616,0.0
18.717,1.6
19.818,0.0
20.918,1.6
22.019,0.0
23.12,0.0
24.221,0.0
25.322,0.0
26.423,0.0
27.524,0.0
28.624,0.0
29.725,0.0
